Srid,Coord Ref Sys Name,Coord Sys Id,Source Geog Srid,Projection Conv Id,Information Source,Data Source
"27,205",NZGD49 / Mount Eden Circuit,"4,500","4,272","17,901",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,206",NZGD49 / Bay of Plenty Circuit,"4,500","4,272","17,902",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,207",NZGD49 / Poverty Bay Circuit,"4,500","4,272","17,903",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,208",NZGD49 / Hawkes Bay Circuit,"4,500","4,272","17,904",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,209",NZGD49 / Taranaki Circuit,"4,500","4,272","17,905",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,210",NZGD49 / Tuhirangi Circuit,"4,500","4,272","17,906",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,211",NZGD49 / Wanganui Circuit,"4,500","4,272","17,907",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,212",NZGD49 / Wairarapa Circuit,"4,500","4,272","17,908",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,213",NZGD49 / Wellington Circuit,"4,500","4,272","17,909",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,214",NZGD49 / Collingwood Circuit,"4,500","4,272","17,910",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,215",NZGD49 / Nelson Circuit,"4,500","4,272","17,911",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,216",NZGD49 / Karamea Circuit,"4,500","4,272","17,912",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,217",NZGD49 / Buller Circuit,"4,500","4,272","17,913",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,218",NZGD49 / Grey Circuit,"4,500","4,272","17,914",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,219",NZGD49 / Amuri Circuit,"4,500","4,272","17,915",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,220",NZGD49 / Marlborough Circuit,"4,500","4,272","17,916",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,221",NZGD49 / Hokitika Circuit,"4,500","4,272","17,917",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,222",NZGD49 / Okarito Circuit,"4,500","4,272","17,918",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,223",NZGD49 / Jacksons Bay Circuit,"4,500","4,272","17,919",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,224",NZGD49 / Mount Pleasant Circuit,"4,500","4,272","17,920",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,225",NZGD49 / Gawler Circuit,"4,500","4,272","17,921",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,226",NZGD49 / Timaru Circuit,"4,500","4,272","17,922",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,227",NZGD49 / Lindis Peak Circuit,"4,500","4,272","17,923",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,228",NZGD49 / Mount Nicholas Circuit,"4,500","4,272","17,924",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,229",NZGD49 / Mount York Circuit,"4,500","4,272","17,925",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,230",NZGD49 / Observation Point Circuit,"4,500","4,272","17,926",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,231",NZGD49 / North Taieri Circuit,"4,500","4,272","17,927",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,232",NZGD49 / Bluff Circuit,"4,500","4,272","17,928",Land Information New Zealand OSG Technical Report 8; 16 April 1999.,EPSG
"27,258",NZGD49 / UTM zone 58S,"4,400","4,272","16,158","",EPSG
"27,259",NZGD49 / UTM zone 59S,"4,400","4,272","16,159","",EPSG
"27,260",NZGD49 / UTM zone 60S,"4,400","4,272","16,160","",EPSG
"27,291",NZGD49 / North Island Grid,"4,409","4,272","18,141","",EPSG
"27,292",NZGD49 / South Island Grid,"4,409","4,272","18,142","",EPSG
"27,391",NGO 1948 (Oslo) / NGO zone I,"4,531","4,817","18,221","",EPSG
"27,392",NGO 1948 (Oslo) / NGO zone II,"4,531","4,817","18,222","",EPSG
"27,393",NGO 1948 (Oslo) / NGO zone III,"4,531","4,817","18,223","",EPSG
"27,394",NGO 1948 (Oslo) / NGO zone IV,"4,531","4,817","18,224","",EPSG
"27,395",NGO 1948 (Oslo) / NGO zone V,"4,531","4,817","18,225","",EPSG
"27,396",NGO 1948 (Oslo) / NGO zone VI,"4,531","4,817","18,226","",EPSG
"27,397",NGO 1948 (Oslo) / NGO zone VII,"4,531","4,817","18,227","",EPSG
"27,398",NGO 1948 (Oslo) / NGO zone VIII,"4,531","4,817","18,228","",EPSG
"27,429",Datum 73 / UTM zone 29N,"4,400","4,274","16,029",Instituto Geografico e Cadastral; Lisbon,EPSG
"27,492",Datum 73 / Modified Portuguese Grid,"4,530","4,274","19,974",Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.ifag.de/,EPSG
"27,500",ATF (Paris) / Nord de Guerre,"4,499","4,901","19,903","",EPSG
"27,561",NTF (Paris) / Lambert Nord France,"4,499","4,807","18,091","",EPSG
"27,562",NTF (Paris) / Lambert Centre France,"4,499","4,807","18,092","",EPSG
"27,563",NTF (Paris) / Lambert Sud France,"4,499","4,807","18,093","",EPSG
"27,564",NTF (Paris) / Lambert Corse,"4,499","4,807","18,094","",EPSG
"27,571",NTF (Paris) / Lambert zone I,"4,499","4,807","18,081","",EPSG
"27,572",NTF (Paris) / Lambert zone II,"4,499","4,807","18,082","",EPSG
"27,573",NTF (Paris) / Lambert zone III,"4,499","4,807","18,083","",EPSG
"27,574",NTF (Paris) / Lambert zone IV,"4,499","4,807","18,084","",EPSG
"27,700",OSGB 1936 / British National Grid,"4,400","4,277","19,916","",EPSG
"28,191",Palestine 1923 / Palestine Grid,"4,400","4,281","18,201","",EPSG
"28,192",Palestine 1923 / Palestine Belt,"4,400","4,281","18,202","",EPSG
"28,193",Palestine 1923 / Israeli CS Grid,"4,400","4,281","18,203",Survey of Israel.,EPSG
"28,232",Pointe Noire / UTM zone 32S,"4,400","4,282","16,132","",EPSG
"28,348",GDA94 / MGA zone 48,"4,400","4,283","17,348","",EPSG
"28,349",GDA94 / MGA zone 49,"4,400","4,283","17,349","",EPSG
"28,350",GDA94 / MGA zone 50,"4,400","4,283","17,350","",EPSG
"28,351",GDA94 / MGA zone 51,"4,400","4,283","17,351","",EPSG
"28,352",GDA94 / MGA zone 52,"4,400","4,283","17,352","",EPSG
"28,353",GDA94 / MGA zone 53,"4,400","4,283","17,353","",EPSG
"28,354",GDA94 / MGA zone 54,"4,400","4,283","17,354","",EPSG
"28,355",GDA94 / MGA zone 55,"4,400","4,283","17,355","",EPSG
"28,356",GDA94 / MGA zone 56,"4,400","4,283","17,356","",EPSG
"28,357",GDA94 / MGA zone 57,"4,400","4,283","17,357","",EPSG
"28,358",GDA94 / MGA zone 58,"4,400","4,283","17,358","",EPSG
"28,402",Pulkovo 1942 / Gauss-Kruger zone 2,"4,530","4,284","16,202",EPSG,EPSG
"28,403",Pulkovo 1942 / Gauss-Kruger zone 3,"4,530","4,284","16,203",EPSG,EPSG
"28,404",Pulkovo 1942 / Gauss-Kruger zone 4,"4,530","4,284","16,204",EPSG,EPSG
"28,405",Pulkovo 1942 / Gauss-Kruger zone 5,"4,530","4,284","16,205",EPSG,EPSG
"28,406",Pulkovo 1942 / Gauss-Kruger zone 6,"4,530","4,284","16,206",EPSG,EPSG
"28,407",Pulkovo 1942 / Gauss-Kruger zone 7,"4,530","4,284","16,207",EPSG,EPSG
"28,408",Pulkovo 1942 / Gauss-Kruger zone 8,"4,530","4,284","16,208",EPSG,EPSG
"28,409",Pulkovo 1942 / Gauss-Kruger zone 9,"4,530","4,284","16,209",EPSG,EPSG
"28,410",Pulkovo 1942 / Gauss-Kruger zone 10,"4,530","4,284","16,210",EPSG,EPSG
"28,411",Pulkovo 1942 / Gauss-Kruger zone 11,"4,530","4,284","16,211",EPSG,EPSG
"28,412",Pulkovo 1942 / Gauss-Kruger zone 12,"4,530","4,284","16,212",EPSG,EPSG
"28,413",Pulkovo 1942 / Gauss-Kruger zone 13,"4,530","4,284","16,213",EPSG,EPSG
"28,414",Pulkovo 1942 / Gauss-Kruger zone 14,"4,530","4,284","16,214",EPSG,EPSG
"28,415",Pulkovo 1942 / Gauss-Kruger zone 15,"4,530","4,284","16,215",EPSG,EPSG
"28,416",Pulkovo 1942 / Gauss-Kruger zone 16,"4,530","4,284","16,216",EPSG,EPSG
"28,417",Pulkovo 1942 / Gauss-Kruger zone 17,"4,530","4,284","16,217",EPSG,EPSG
"28,418",Pulkovo 1942 / Gauss-Kruger zone 18,"4,530","4,284","16,218",EPSG,EPSG
"28,419",Pulkovo 1942 / Gauss-Kruger zone 19,"4,530","4,284","16,219",EPSG,EPSG
"28,420",Pulkovo 1942 / Gauss-Kruger zone 20,"4,530","4,284","16,220",EPSG,EPSG
"28,421",Pulkovo 1942 / Gauss-Kruger zone 21,"4,530","4,284","16,221",EPSG,EPSG
"28,422",Pulkovo 1942 / Gauss-Kruger zone 22,"4,530","4,284","16,222",EPSG,EPSG
"28,423",Pulkovo 1942 / Gauss-Kruger zone 23,"4,530","4,284","16,223",EPSG,EPSG
"28,424",Pulkovo 1942 / Gauss-Kruger zone 24,"4,530","4,284","16,224",EPSG,EPSG
"28,425",Pulkovo 1942 / Gauss-Kruger zone 25,"4,530","4,284","16,225",EPSG,EPSG
"28,426",Pulkovo 1942 / Gauss-Kruger zone 26,"4,530","4,284","16,226",EPSG,EPSG
"28,427",Pulkovo 1942 / Gauss-Kruger zone 27,"4,530","4,284","16,227",EPSG,EPSG
"28,428",Pulkovo 1942 / Gauss-Kruger zone 28,"4,530","4,284","16,228",EPSG,EPSG
"28,429",Pulkovo 1942 / Gauss-Kruger zone 29,"4,530","4,284","16,229",EPSG,EPSG
"28,430",Pulkovo 1942 / Gauss-Kruger zone 30,"4,530","4,284","16,230",EPSG,EPSG
"28,431",Pulkovo 1942 / Gauss-Kruger zone 31,"4,530","4,284","16,231",EPSG,EPSG
"28,432",Pulkovo 1942 / Gauss-Kruger zone 32,"4,530","4,284","16,232",EPSG,EPSG
"28,462",Pulkovo 1942 / Gauss-Kruger 2N,"4,530","4,284","16,302","",EPSG
"28,463",Pulkovo 1942 / Gauss-Kruger 3N,"4,530","4,284","16,303","",EPSG
"28,464",Pulkovo 1942 / Gauss-Kruger 4N,"4,530","4,284","16,304","",EPSG
"28,465",Pulkovo 1942 / Gauss-Kruger 5N,"4,530","4,284","16,305","",EPSG
"28,466",Pulkovo 1942 / Gauss-Kruger 6N,"4,530","4,284","16,306","",EPSG
"28,467",Pulkovo 1942 / Gauss-Kruger 7N,"4,530","4,284","16,307","",EPSG
"28,468",Pulkovo 1942 / Gauss-Kruger 8N,"4,530","4,284","16,308","",EPSG
"28,469",Pulkovo 1942 / Gauss-Kruger 9N,"4,530","4,284","16,309","",EPSG
"28,470",Pulkovo 1942 / Gauss-Kruger 10N,"4,530","4,284","16,310","",EPSG
"28,471",Pulkovo 1942 / Gauss-Kruger 11N,"4,530","4,284","16,311","",EPSG
"28,472",Pulkovo 1942 / Gauss-Kruger 12N,"4,530","4,284","16,312","",EPSG
"28,473",Pulkovo 1942 / Gauss-Kruger 13N,"4,530","4,284","16,313","",EPSG
"28,474",Pulkovo 1942 / Gauss-Kruger 14N,"4,530","4,284","16,314","",EPSG
"28,475",Pulkovo 1942 / Gauss-Kruger 15N,"4,530","4,284","16,315","",EPSG
"28,476",Pulkovo 1942 / Gauss-Kruger 16N,"4,530","4,284","16,316","",EPSG
"28,477",Pulkovo 1942 / Gauss-Kruger 17N,"4,530","4,284","16,317","",EPSG
"28,478",Pulkovo 1942 / Gauss-Kruger 18N,"4,530","4,284","16,318","",EPSG
"28,479",Pulkovo 1942 / Gauss-Kruger 19N,"4,530","4,284","16,319","",EPSG
"28,480",Pulkovo 1942 / Gauss-Kruger 20N,"4,530","4,284","16,320","",EPSG
"28,481",Pulkovo 1942 / Gauss-Kruger 21N,"4,530","4,284","16,321","",EPSG
"28,482",Pulkovo 1942 / Gauss-Kruger 22N,"4,530","4,284","16,322","",EPSG
"28,483",Pulkovo 1942 / Gauss-Kruger 23N,"4,530","4,284","16,323","",EPSG
"28,484",Pulkovo 1942 / Gauss-Kruger 24N,"4,530","4,284","16,324","",EPSG
"28,485",Pulkovo 1942 / Gauss-Kruger 25N,"4,530","4,284","16,325","",EPSG
"28,486",Pulkovo 1942 / Gauss-Kruger 26N,"4,530","4,284","16,326","",EPSG
"28,487",Pulkovo 1942 / Gauss-Kruger 27N,"4,530","4,284","16,327","",EPSG
"28,488",Pulkovo 1942 / Gauss-Kruger 28N,"4,530","4,284","16,328","",EPSG
"28,489",Pulkovo 1942 / Gauss-Kruger 29N,"4,530","4,284","16,329","",EPSG
"28,490",Pulkovo 1942 / Gauss-Kruger 30N,"4,530","4,284","16,330","",EPSG
"28,491",Pulkovo 1942 / Gauss-Kruger 31N,"4,530","4,284","16,331","",EPSG
"28,492",Pulkovo 1942 / Gauss-Kruger 32N,"4,530","4,284","16,332","",EPSG
"28,600",Qatar 1974 / Qatar National Grid,"4,400","4,285","19,919",Qatar Centre for Geographic Information.,EPSG
"28,991",Amersfoort / RD Old,"4,499","4,289","19,913","",EPSG
"28,992",Amersfoort / RD New,"4,499","4,289","19,914","",EPSG
"29,100",SAD69 / Brazil Polyconic,"4,499","4,291","19,941",PetroBras,EPSG
"29,118",SAD69 / UTM zone 18N,"4,400","4,291","16,018","",EPSG
"29,119",SAD69 / UTM zone 19N,"4,400","4,291","16,019","",EPSG
"29,120",SAD69 / UTM zone 20N,"4,400","4,291","16,020","",EPSG
"29,121",SAD69 / UTM zone 21N,"4,400","4,291","16,021","",EPSG
"29,122",SAD69 / UTM zone 22N,"4,400","4,291","16,022","",EPSG
"29,177",SAD69 / UTM zone 17S,"4,400","4,291","16,117","",EPSG
"29,178",SAD69 / UTM zone 18S,"4,400","4,291","16,118","",EPSG
"29,179",SAD69 / UTM zone 19S,"4,400","4,291","16,119","",EPSG
"29,180",SAD69 / UTM zone 20S,"4,400","4,291","16,120","",EPSG
"29,181",SAD69 / UTM zone 21S,"4,400","4,291","16,121","",EPSG
"29,182",SAD69 / UTM zone 22S,"4,400","4,291","16,122","",EPSG
"29,183",SAD69 / UTM zone 23S,"4,400","4,291","16,123","",EPSG
"29,184",SAD69 / UTM zone 24S,"4,400","4,291","16,124","",EPSG
"29,185",SAD69 / UTM zone 25S,"4,400","4,291","16,125","",EPSG
"29,220",Sapper Hill 1943 / UTM zone 20S,"4,400","4,292","16,120","",EPSG
"29,221",Sapper Hill 1943 / UTM zone 21S,"4,400","4,292","16,121","",EPSG
"29,333",Schwarzeck / UTM zone 33S,"4,400","4,293","16,133","",EPSG
"29,371",South West African Coord. System zone 11,"6,502","4,293","17,611","",EPSG
"29,373",South West African Coord. System zone 13,"6,502","4,293","17,613","",EPSG
"29,375",South West African Coord. System zone 15,"6,502","4,293","17,615","",EPSG
"29,377",South West African Coord. System zone 17,"6,502","4,293","17,617","",EPSG
"29,379",South West African Coord. System zone 19,"6,502","4,293","17,619","",EPSG
"29,381",South West African Coord. System zone 21,"6,502","4,293","17,621","",EPSG
"29,383",South West African Coord. System zone 23,"6,502","4,293","17,623","",EPSG
"29,385",South West African Coord. System zone 25,"6,502","4,293","17,625","",EPSG
"29,635",Sudan / UTM zone 35N,"4,400","4,296","16,035","",EPSG
"29,636",Sudan / UTM zone 36N,"4,400","4,296","16,036","",EPSG
"29,700",Tananarive (Paris) / Laborde Grid,"4,499","4,810","19,911","",EPSG
"29,738",Tananarive / UTM zone 38S,"4,400","4,297","16,138","",EPSG
"29,739",Tananarive / UTM zone 39S,"4,400","4,297","16,139","",EPSG
"29,849",Timbalai 1948 / UTM zone 49N,"4,400","4,298","16,049","",EPSG
"29,850",Timbalai 1948 / UTM zone 50N,"4,400","4,298","16,050","",EPSG
"29,871",Timbalai 1948 / R.S.O. Borneo (ch),"4,402","4,298","19,956","",EPSG
"29,872",Timbalai 1948 / R.S.O. Borneo (ft),"4,405","4,298","19,957","",EPSG
"29,873",Timbalai 1948 / R.S.O. Borneo (m),"4,400","4,298","19,958","",EPSG
"29,901",OSNI 1952 / Irish National Grid,"4,400","4,188","19,973",Ordnance Survey of Northern Ireland.,EPSG
"29,902",TM65 / Irish Grid,"4,400","4,299","19,972",Ordnance Survey of Ireland.,EPSG
"29,903",TM75 / Irish Grid,"4,400","4,300","19,972",Ordnance Survey of Ireland,EPSG
"30,161",Tokyo / Japan Plane Rectangular CS I,"4,530","4,301","17,801",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,162",Tokyo / Japan Plane Rectangular CS II,"4,530","4,301","17,802",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,163",Tokyo / Japan Plane Rectangular CS III,"4,530","4,301","17,803",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,164",Tokyo / Japan Plane Rectangular CS IV,"4,530","4,301","17,804",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,165",Tokyo / Japan Plane Rectangular CS V,"4,530","4,301","17,805",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,166",Tokyo / Japan Plane Rectangular CS VI,"4,530","4,301","17,806",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,167",Tokyo / Japan Plane Rectangular CS VII,"4,530","4,301","17,807",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,168",Tokyo / Japan Plane Rectangular CS VIII,"4,530","4,301","17,808",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,169",Tokyo / Japan Plane Rectangular CS IX,"4,530","4,301","17,809",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,170",Tokyo / Japan Plane Rectangular CS X,"4,530","4,301","17,810",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,171",Tokyo / Japan Plane Rectangular CS XI,"4,530","4,301","17,811",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,172",Tokyo / Japan Plane Rectangular CS XII,"4,530","4,301","17,812",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,173",Tokyo / Japan Plane Rectangular CS XIII,"4,530","4,301","17,813",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,174",Tokyo / Japan Plane Rectangular CS XIV,"4,530","4,301","17,814",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,175",Tokyo / Japan Plane Rectangular CS XV,"4,530","4,301","17,815",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,176",Tokyo / Japan Plane Rectangular CS XVI,"4,530","4,301","17,816",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,177",Tokyo / Japan Plane Rectangular CS XVII,"4,530","4,301","17,817",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,178",Tokyo / Japan Plane Rectangular CS XVIII,"4,530","4,301","17,818",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,179",Tokyo / Japan Plane Rectangular CS XIX,"4,530","4,301","17,819",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"30,200",Trinidad 1903 / Trinidad Grid,"4,407","4,302","19,925","",EPSG
"30,339",TC(1948) / UTM zone 39N,"4,400","4,303","16,039","",EPSG
"30,340",TC(1948) / UTM zone 40N,"4,400","4,303","16,040","",EPSG
"30,491",Voirol 1875 / Nord Algerie (ancienne),"4,499","4,304","18,011","",EPSG
"30,492",Voirol 1875 / Sud Algerie (ancienne),"4,499","4,304","18,012","",EPSG
"30,729",Nord Sahara 1959 / UTM zone 29N,"4,400","4,307","16,029","",EPSG
"30,730",Nord Sahara 1959 / UTM zone 30N,"4,400","4,307","16,030","",EPSG
"30,731",Nord Sahara 1959 / UTM zone 31N,"4,400","4,307","16,031","",EPSG
"30,732",Nord Sahara 1959 / UTM zone 32N,"4,400","4,307","16,032","",EPSG
"30,791",Nord Sahara 1959 / Voirol Unifie Nord,"4,499","4,307","18,021","""Le System Geodesique Nord-Sahara""; IGN Paris",EPSG
"30,792",Nord Sahara 1959 / Voirol Unifie Sud,"4,499","4,307","18,022","""Le System Geodesique Nord-Sahara""; IGN Paris",EPSG
"30,800",RT38 2.5 gon W,"4,530","4,308","19,929",National Land Survey of Sweden,EPSG
"31,028",Yoff / UTM zone 28N,"4,400","4,310","16,028","",EPSG
"31,121",Zanderij / UTM zone 21N,"4,400","4,311","16,021","",EPSG
"31,154",Zanderij / TM 54 NW,"4,400","4,311","17,054",Shell International,EPSG
"31,170",Zanderij / Suriname Old TM,"4,400","4,311","19,954",Shell International,EPSG
"31,171",Zanderij / Suriname TM,"4,400","4,311","19,955",Shell International,EPSG
"31,275",MGI / Balkans zone 5,"4,530","4,312","18,275",EPSG,EPSG
"31,276",MGI / Balkans zone 6,"4,530","4,312","18,276",EPSG,EPSG
"31,277",MGI / Balkans zone 7,"4,530","4,312","18,277",EPSG,EPSG
"31,279",MGI / Balkans zone 8,"4,530","4,312","18,278",EPSG,EPSG
"31,281",MGI (Ferro) / Austria West Zone,"4,530","4,805","18,041",Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG
"23,892",ID74 / UTM zone 52S,"4,400","4,238","16,152","",EPSG
"23,893",ID74 / UTM zone 53S,"4,400","4,238","16,153","",EPSG
"23,894",ID74 / UTM zone 54S,"4,400","4,238","16,154","",EPSG
"23,946",Indian 1954 / UTM zone 46N,"4,400","4,239","16,046","",EPSG
"23,947",Indian 1954 / UTM zone 47N,"4,400","4,239","16,047","",EPSG
"23,948",Indian 1954 / UTM zone 48N,"4,400","4,239","16,048","",EPSG
"24,047",Indian 1975 / UTM zone 47N,"4,400","4,240","16,047","",EPSG
"24,048",Indian 1975 / UTM zone 48N,"4,400","4,240","16,048","",EPSG
"24,100",Jamaica 1875 / Jamaica (Old Grid),"4,403","4,241","19,909","",EPSG
"24,200",JAD69 / Jamaica National Grid,"4,400","4,242","19,910","",EPSG
"24,305",Kalianpur 1937 / UTM zone 45N,"4,400","4,144","16,045","",EPSG
"24,306",Kalianpur 1937 / UTM zone 46N,"4,400","4,144","16,046","",EPSG
"24,311",Kalianpur 1962 / UTM zone 41N,"4,400","4,145","16,041","",EPSG
"24,312",Kalianpur 1962 / UTM zone 42N,"4,400","4,145","16,042","",EPSG
"24,313",Kalianpur 1962 / UTM zone 43N,"4,400","4,145","16,043","",EPSG
"24,342",Kalianpur 1975 / UTM zone 42N,"4,400","4,146","16,042","",EPSG
"24,343",Kalianpur 1975 / UTM zone 43N,"4,400","4,146","16,043","",EPSG
"24,344",Kalianpur 1975 / UTM zone 44N,"4,400","4,146","16,044","",EPSG
